SMILES,Molecule Name,LogD,LogS,Log_HLM_CLint,Log_MLM_CLint,Log_Caco_Papp_AB,Log_Caco_ER,Log_Mouse_PPB,Log_Mouse_BPB,Log_Mouse_MPB
CN(C)CCOc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,E-0010022,,,1.2201080880400552,2.3998467127129226,,,,,
CC(NC(=O)Nc1ccc2nnsc2c1)c1cnn(C)c1,E-0010024,,,,1.568201724066995,,,,,
O=C(NCc1cn[nH]c1)Nc1ccc2nnsc2c1,E-0010025,,,1.0128372247051722,3.3107994838343924,,,,,
CN1CCC(C(=O)NCc2cccc(CNC(=O)Nc3ccc4nnsc4c3)c2)CC1,E-0010059,,,1.0043213737826426,1.7466341989375787,,,,,
O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[nH]2)c1)Nc1ccc2nnsc2c1,E-0010060,,,1.7435097647284297,2.819083075743703,,,,,
CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncccc3c2)cc1,E-0010062,,,,1.606381365110605,,,,,
CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncsc3c2)cc1,E-0010066,,,,1.8457180179666586,,,,,
COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCNC(=N)N(C)C)cc5[nH]4)cc3)[nH]c2c1,E-0010071,,,2.2415464805965484,1.989894563718773,,,,,
CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,E-0010120,,,1.2253092817258628,2.8304603500309673,,,,,
NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,E-0010121,,,2.0941215958405612,2.6434526764861874,,,,,
COc1ccc2c(c1)c1cc3c(C(=O)N[C@H](C)CN(C)C)nccc3c(C)c1n2C,E-0010138,,,,3.6113940113402916,,,,,
Cc1c2ccncc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,E-0010347,,-3.9136401693252516,,2.6223176608338443,,,0.7923916894982539,,
Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,E-0010358,,,1.0681858617461617,2.714329759745233,,,,,
Cc1c2ccncc2cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0010360,,,,2.439016728387513,,,,,
CCN(CC)CCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010361,,,,2.3884564527002667,,,,,
Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010362,,,1.0681858617461617,2.8363241157067516,,,,,
Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0010455,,,1.6739419986340878,2.6020599913279625,,,,,
Cc1c2ccncc2cc2c3cc(C(=O)NCCN(C)C)ccc3n(C)c12,E-0010457,,,,2.513217600067939,,,,,
COc1ccc2c(c1)c1cc(C(=O)NCCCN(C)C)nc(C)c1n2C,E-0010464,,-3.7375489102695707,,2.683677298818692,,,1.3926969532596658,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,E-0010481,,-3.6903698325741012,,2.4410664066392633,,,1.8000293592441343,,
Cc1nc(C(=O)NCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,E-0010482,,-3.6478174818886377,,2.3378584290410944,,,1.5797835966168101,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010495,,,,2.369215857410143,,,,,
CN(C)CCCNC(=O)c1cc2c3cc(OCCCN(C)C)ccc3n(C)c2cn1,E-0010519,,-3.7423214251308154,,2.1136091510730277,,,1.6522463410033232,,
CN(C)CCCOc1ccc2c(c1)c1cc(C(=O)NCCN(C)C)ncc1n2C,E-0010520,,-3.709965388637482,,1.6253124509616739,,,1.8756399370041683,,
CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010559,,-4.869666231504994,1.69810054562339,2.8683504996479683,,,0.38021124171160603,,
COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,E-0010561,,-3.8013429130455774,,3.5219353022483006,,,0.6627578316815741,,
Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,E-0010562,,-3.8507808873446203,1.1335389083702174,2.475235222604128,,,0.6434526764861874,,
Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,E-0010567,,-3.8041003475907664,1.1643528557844371,2.161966616364075,,,0.5910646070264992,,
COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,E-0010568,,,,3.154697793596388,,,,,
Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,E-0010569,,-3.623423042943488,1.2695129442179163,2.42781057267599,,,0.5314789170422551,,
CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010578,,-3.609064892896621,1.1367205671564067,2.3774883833761327,,,0.6127838567197355,,
COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,E-0010584,,,1.9623693356700211,3.163697945892569,,,0.25527250510330607,,
Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,E-0010596,,,,2.78738962135211,,,,,
COc1ccc2oc3c(C)c4ccncc4cc3c2c1,E-0010600,,,2.053462604925455,2.438384107034714,,,0.2041199826559248,,
Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,E-0010604,,-3.7569619513137056,,2.3267453795653217,,,0.6720978579357175,,
Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,E-0010607,,,1.294466226161593,2.7633531087482153,,,,,
Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,E-0010611,,-3.642065152999546,,2.3602146132953523,,,0.4471580313422192,,
Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,E-0010625,,-5.0589857562944305,1.824125833916549,2.93896979722289,,,0.43136376415898736,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010627,,-3.8210230527068307,,2.6981875698661226,,,1.6821450763738317,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010628,,,,1.760422483423212,,,,,
CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,E-0010647,1.5,,,,-5.287350298372789,0.4653828514484183,,,
CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,E-0010656,,-3.692503962086787,,2.686725621074542,,,0.38021124171160603,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,E-0010660,,-4.120904120499927,,2.3898745583909853,,,0.8195439355418687,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,E-0010662,,-3.679853713888946,1.4771212547196624,3.1354189050278523,,,0.4471580313422192,,
Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,E-0010676,,,1.667452952889954,3.3687701985902216,,,,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,E-0010686,,,,2.608632989490037,,,,,
Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,E-0010690,,,1.8715729355458788,3.1481397365012196,,,0.43136376415898736,,
CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010691,,,1.6242820958356683,2.3479151865016914,,,0.43136376415898736,,
Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,E-0010712,,,1.2405492482825997,2.284205067701794,,,,,
COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010713,,-3.838631997765025,1.6127838567197355,3.279027805622721,,,0.8388490907372553,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0010724,,,,1.857935264719429,,,,,
Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010727,,-4.809668301829708,1.1038037209559568,3.204960614115602,,,0.9777236052888477,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,E-0010730,,-3.688246138944246,1.2201080880400552,3.021850577434325,,,0.9731278535996987,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,E-0010733,,-3.96657624451305,1.5314789170422551,3.5538830266438746,,,0.724275869600789,,
CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,E-0010734,,-3.6497519816658373,1.3521825181113625,3.292411148837825,,,0.9590413923210935,,
Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,E-0010736,,-3.6635402661514704,1.287801729930226,2.2511513431753545,,,0.5797835966168101,,
Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,E-0010737,,-3.8664610916297826,1.4409090820652177,2.7372721765355434,,,0.36172783601759284,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,E-0010738,,-3.6819366650372385,1.1522883443830565,2.417803722639881,,,0.4471580313422192,,
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,E-0010739,,-3.7644715530924513,1.334453751150931,2.2467447097238415,,,1.1335389083702174,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010751,,-3.712198270069774,,2.8380300829853202,,,0.9030899869919435,,
CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,E-0010754,,-3.7670038896078464,1.3117538610557542,2.5686709780098966,,,0.9637878273455552,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,E-0010765,,-3.832682665251824,1.3747483460101038,2.090258052931316,,,0.5185139398778874,,
Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010766,,-3.7351821769904636,,2.390405156480081,,,1.4771212547196624,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,E-0010767,,-3.7721132953863266,1.0863598306747482,2.652343055062715,,,1.3404441148401183,,
Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,E-0010768,,,2.1389339402569236,2.9545801627437576,,,,,
CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,E-0010771,,,,2.869349080759093,,,,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,E-0010772,,,1.4608978427565478,3.059260404121731,,,,,
Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,E-0010774,,,,2.477265995424853,,,,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,E-0010776,,-3.882728704344236,1.3222192947339193,3.0518468383137356,,,1.3710678622717363,,
Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,E-0010784,,-4.452225294612178,,2.835056101720116,,,0.8450980400142568,,
Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,E-0010786,,-3.785156151952302,,2.7402047355074495,,,1.4727564493172123,,
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,E-0010812,,-3.815308569182401,1.1430148002540952,2.643551368562945,,,0.9731278535996987,,
CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,E-0010816,,,,1.5440680443502757,,,,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,E-0010922,,,1.1335389083702174,3.0533089811240997,,,,,
CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010975,,-3.8297382846050425,1.4099331233312946,2.439174739843468,,,1.1613680022349748,,
Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,E-0010989,,,,2.9034155857690864,,,,,
Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,E-0010994,,-4.100726812682396,1.2227164711475833,3.2682502554469486,,,0.8573324964312685,,
COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,E-0011026,2.8,-4.164943898279883,2.024485667699167,3.066624050983426,-4.562407967746038,0.250420002308894,0.9542425094393249,,
CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,E-0011078,,-3.6819366650372385,,,,,1.8680563618230415,,
c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,E-0011079,,-3.7931741239681505,1.376576957056512,2.2884728005997825,,,1.8475726591421122,,
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,E-0011083,-0.1,-4.016824927962187,1.421603926869831,2.531861949095809,,,1.021189299069938,,
NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,E-0011122,,-4.382999658879101,1.1613680022349748,2.137670537236755,,,0.8061799739838872,,
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011133,-0.6,-4.037157318798758,1.334453751150931,2.5055569386638217,,,1.4828735836087537,,
CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011137,-0.6,-4.00788851221305,1.320146286111054,2.5596672783880576,,,1.5010592622177514,,
Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,E-0011166,,-3.7986028756795487,1.5365584425715302,2.822952240547482,,,0.5910646070264992,,
COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,E-0011167,,,,,,,1.3579348470004537,,
C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,E-0011189,,-3.812479279163537,,,,,1.7275412570285564,,
Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,E-0011190,,-3.7375489102695707,1.1760912590556813,2.2898118391176214,,,0.3979400086720376,,
COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,E-0011191,,-3.832682665251824,1.3617278360175928,2.4852954387260886,,,1.2013971243204515,,
NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,E-0011195,,-3.721246399047171,1.0253058652647702,2.57978359661681,,,1.3096301674258988,,
Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,E-0011210,,-3.779891911959945,1.2576785748691846,2.375114684692225,,,0.3979400086720376,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,E-0011211,,,2.1734776434529945,3.180211922348941,,,,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011212,,-3.705533773838407,,3.1982720984693467,,,1.1335389083702174,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011213,,-3.6595558851598815,,2.5593080109070123,,,0.6532125137753437,,
CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011214,,-4.1232050237993,1.5024271199844328,2.815710539788963,,,1.1583624920952498,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,E-0011215,,,1.3304137733491908,2.6924062348336304,,,0.25527250510330607,,
NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,E-0011216,,-4.364516253185088,1.6551384348113822,3.031165999660659,,,0.5440680443502757,,
Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0011217,,-3.6675615400843946,,2.589726256254237,,,1.615950051656401,,
Cc1c2ccncc2cc2c3cc(OCCC(C)(C)N)ccc3n(C)c12,E-0011219,,-3.6345120151091,,2.1192558892779365,,,0.5185139398778874,,
Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011225,,-3.774690718274137,1.212187604403958,2.2232362731029975,,,1.6580113966571124,,
CCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011226,,-3.640164517660112,,2.448087666692341,,,0.5440680443502757,,
CN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011227,,-3.688246138944246,,2.4252080511386565,,,0.6627578316815741,,
CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011232,,-3.812479279163537,1.2148438480476977,2.3830969299490943,,,0.5563025007672873,,
COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011233,,-3.774690718274137,1.2576785748691846,2.380211241711606,,,0.43136376415898736,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,E-0011234,,-4.176525770829699,1.741939077729199,3.1520130000508346,,,0.5185139398778874,,
Cc1nc(C(N)=O)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011235,,-3.7189666327522723,,2.584670384464349,,,1.380211241711606,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,E-0011236,,-3.9507819773298185,1.2304489213782739,2.1975562131535367,,,0.6334684555795865,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,E-0011240,,-3.7594507517174,1.4608978427565478,2.391816923613249,,,0.8808135922807914,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc(C(N)=O)ccc21,E-0011241,,-3.6736641390712483,,2.9616583486377155,,,1.545307116465824,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,E-0011242,,-3.6757175447023074,1.2304489213782739,2.6492374723496073,,,0.7993405494535817,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(C)C)ccc3n(C)c12,E-0011243,,-3.684029654543082,,2.246498580795801,,,0.3424226808222063,,
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,E-0011246,,,1.8954225460394079,2.64018319192134,,,,,
C[C@H](N)COc1ccc2c(c1)c1cc(C(N)=O)ccc1n2C,E-0011247,,-3.6716203965612624,,3.13946977558943,,,1.4014005407815442,,
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,E-0011248,,,1.3138672203691535,2.424881636631067,,,0.11394335230683679,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,E-0011249,,-3.7520267336381936,1.0569048513364727,2.4245549766067134,,,0.9395192526186185,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,E-0011250,,-3.838631997765025,1.6354837468149122,2.863679667875898,,,0.414973347970818,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,E-0011251,,-3.632644078973981,1.4653828514484182,3.14674801363064,,,0.8450980400142568,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,E-0011252,,-4.071092309756048,1.60422605308447,2.8587777373054495,,,0.5563025007672873,,
C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011253,,-3.640164517660112,1.250420002308894,2.541079767776629,,,1.3979400086720377,,
COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011255,,-3.899629454882437,1.9698816437464999,3.149403879508583,,,0.2787536009528289,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,E-0011256,,-5.924453038607469,1.3838153659804313,3.054421524462536,,,0.8388490907372553,,
NCCCNc1nc(NC(=O)OCCCN)cc2c(-c3ccnc(N4CCNCC4)c3)cccc12,E-0011259,,-3.7569619513137056,,1.7930916001765802,,,1.1789769472931695,,
Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011261,,-3.6655462488490693,1.3673559210260189,3.0262471814777734,,,,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,E-0011262,,-3.906578314837765,1.5646660642520893,3.1395327715979393,,,,,
Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,E-0011263,,,1.546542663478131,2.92236209678479,,,,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,E-0011264,,-4.035740369803151,1.6304278750250238,3.097014231178033,,,,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,E-0011265,,-3.876148359032914,1.089905111439398,3.4195096658221407,,,,,
Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011266,,-3.728158393463501,1.6551384348113822,3.2408486584853606,,,0.9138138523837167,,
C[C@H](N)COc1ccc2c(c1)c1ccc(-c3cccnc3)cc1n2C,E-0011267,,-3.8181564120552274,,1.994756944587628,,,0.2304489213782739,,
Cc1c2ccccc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011268,,,,1.8536982117761744,,,,,
C[C@H](N)COc1ccc2c(c1)c1cc(-c3ccncc3)ccc1n2C,E-0011270,,-4.614393726401688,,2.281260687055013,,,0.25527250510330607,,
Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0011271,,-4.586700235918748,0.9867717342662449,2.8191489428071344,,,,,
Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3cccnc3)cc21,E-0011272,,,,2.1693804953119495,,,0.4471580313422192,,
Cc1c2ccnc(C(=O)NCCN)c2cc2c3ccccc3n(C)c12,E-0011273,,,,2.6458151182966416,,,0.4623979978989561,,
C[C@H](N)COc1ccc2c(c1)c1ccc(-c3ccncc3)cc1n2C,E-0011276,,-3.832682665251824,,2.0211892990699383,,,0.2304489213782739,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,E-0011277,,-3.815308569182401,1.1205739312058498,2.4219328132785085,,,0.6532125137753437,,
Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3ccncc3)cc21,E-0011278,,-3.7569619513137056,,,,,1.3729120029701065,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,E-0011279,,-3.7644715530924513,1.089905111439398,2.6605809124272994,,,0.6901960800285137,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,E-0011280,,,2.0842186867392387,2.461798557525109,,,0.2787536009528289,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,E-0011282,,-3.8013429130455774,1.2695129442179163,3.217246991685393,,,0.3424226808222063,,
CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011283,,-3.7189666327522723,1.0453229787866574,2.7293268096468606,,,1.3673559210260189,,
Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,E-0011285,,-5.368556230986828,1.252853030979893,2.900039235487325,,,1.4871383754771865,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)C(N)=O)ccc3n(C)c12,E-0011286,,-5.8887374863409345,1.276461804173244,2.8896378004066676,,,1.7853298350107671,,
Cc1c2ccccc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011287,,,1.3053513694466237,2.001300933020418,,,0.5185139398778874,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)C(N)=O)ccc3n(C)c12,E-0011288,,-5.141462802430361,1.212187604403958,2.7886632131208575,,,0.6434526764861874,,
COC(C)(C)CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011289,,-4.139063379299906,2.0111473607757975,3.205475036740891,,,0.3222192947339193,,
CCN(CC)CCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011290,,-3.779891911959945,1.0718820073061255,2.756560043006683,,,1.24551266781415,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3cc21,E-0011291,,-5.172630726946175,1.6253124509616739,3.2206571494972502,,,0.43136376415898736,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3cc21,E-0011292,,-3.87942606879415,1.1139433523068367,2.8209891764160497,,,0.8573324964312685,,
Cn1c2ccc(C(=O)NCCO)cc2c2nc3ccccc3nc21,E-0011293,,,1.2671717284030137,2.5969268143429707,,,0.4471580313422192,,
COC1CCN(CCOc2ccc3c(c2)c2nc4cnccc4nc2n3C)CC1,E-0011294,,-3.677780705266081,1.307496037913213,2.741230411025471,,,1.212187604403958,,
